amount,duration,payments,tenure_at_loan,frequency_bank_statements,inhabitants,no_cities,urban_ratio,avg_salary,avg_unemp_95_96,entr_per_1k,avg_crimes_95_96,min_balance_pre_loan,avg_balance_pre_loan,num_transactions_pre_loan,share_cash_trans,amount_disponents,card_type_at_loan,gender,age_at_loan,result
380160,60,6336,18,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,1100,64777.07522935781,109,0.86239,1,"no card",male,46,pass
272520,60,4542,10,"monthly issuance",92084,5,46.7,10124,0.55,141,4063.0000,1100,44602.641666666656,84,0.75000,2,"no card",male,54,pass
504000,60,8400,21,"monthly issuance",75232,5,41.7,8980,2.08,111,2818.5000,200,20942.59435483871,124,0.68548,1,"no card",male,26,pass
31248,12,2604,18,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,64493.09916666663,120,0.85000,1,"no card",female,55,pass
41256,12,3438,22,"monthly issuance",51428,4,52.7,8402,3.5549999999999997,120,1049.0000,900,63500.40697674413,215,0.40930,2,gold,male,59,pass
24792,24,1033,19,"monthly issuance",86513,5,50.5,8288,4.154999999999999,110,1511.0000,500,47061.86000000004,135,0.62963,1,"no card",male,39,pass
88608,12,7384,20,"issuance after transaction",125832,5,48.3,8512,3.815,102,2175.0000,900,51249.129850746234,134,0.84328,2,"no card",male,50,pass
48744,36,1354,4,"monthly issuance",148545,4,53.5,8909,4.785,113,3525.0000,900,42930.20714285715,14,0.71429,1,"no card",female,32,pass
390000,48,8125,16,"issuance after transaction",95907,7,59.1,8388,2.675,87,1663.0000,600,48798.697727272745,44,0.75000,1,"no card",male,50,pass
155616,48,3242,7,"monthly issuance",92084,5,46.7,10124,0.55,141,4063.0000,300,39426.06999999999,30,0.53333,1,"no card",female,37,pass
277884,36,7719,22,"monthly issuance",105606,7,53,8254,3.275,97,2245.5000,1000,46487.002564102586,117,0.82906,1,"no card",female,15,fail
82896,12,6908,15,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,900,57141.73095238093,126,0.48413,2,classic,male,22,pass
15420,12,1285,21,"monthly issuance",128118,8,85.3,9317,6.78,97,6910.5000,1000,24577.199999999997,151,0.63576,1,"no card",female,29,pass
253512,36,7042,7,"weekly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,300,37095.84482758621,29,0.79310,1,"no card",female,51,fail
123216,48,2567,18,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,700,70622.83359375,128,0.68750,2,"no card",female,18,pass
321180,60,5353,7,"monthly issuance",177686,9,74.8,10045,1.565,135,6449.5000,700,40524.463157894745,38,0.50000,2,"no card",male,60,pass
253560,60,4226,21,"monthly issuance",119895,4,89.9,10446,8.370000000000001,90,4845.0000,900,39822.71111111109,108,0.62037,1,"no card",female,47,pass
130896,24,5454,18,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,300,31685.099115044264,113,0.71681,2,"no card",female,43,pass
30012,12,2501,21,"monthly issuance",78955,9,59,9060,2.11,124,1686.0000,700,46609.348543689295,103,0.79612,1,"no card",male,44,pass
177744,48,3703,16,"monthly issuance",161227,10,69.7,8678,5.75,102,4787.5000,-2485.5,26746.525263157884,95,0.84211,1,"no card",male,22,fail
222180,60,3703,12,"monthly issuance",45714,6,55.6,8843,3.21,113,853.0000,800,55230.444067796605,59,0.79661,1,"no card",male,57,fail
39024,12,3252,17,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,300,60289.95441176465,136,0.65441,1,"no card",male,60,pass
77184,36,2144,18,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,50722.27012987011,77,0.79221,1,"no card",female,41,pass
68124,12,5677,10,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,1100,28809,51,0.70588,1,"no card",male,39,pass
94512,12,7876,20,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,600,48061.856716417926,134,0.54478,1,"no card",male,44,fail
276084,36,7669,15,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1100,58466.19366197182,142,0.44366,1,classic,female,34,pass
19248,12,1604,13,"monthly issuance",75232,5,41.7,8980,2.08,111,2818.5000,200,36065.97500000001,72,0.69444,2,"no card",male,33,pass
146064,24,6086,5,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,200,44355.040909090916,22,0.72727,1,"no card",female,43,pass
4980,12,415,8,"monthly issuance",86513,5,50.5,8288,4.154999999999999,110,1511.0000,800,30533.371739130427,46,0.60870,1,"no card",female,41,pass
40632,12,3386,14,"weekly issuance",107870,6,58,8754,4.07,137,3836.0000,1100,48478.59067796608,118,0.40678,1,"no card",female,52,pass
71820,36,1995,13,"monthly issuance",86513,5,50.5,8288,4.154999999999999,110,1511.0000,700,54293.59240506331,79,0.84810,1,"no card",male,34,pass
207264,48,4318,9,"issuance after transaction",95907,7,59.1,8388,2.675,87,1663.0000,400,61345.099999999984,58,0.87931,2,"no card",male,34,pass
68664,24,2861,16,"weekly issuance",109164,4,63.6,8757,3.665,96,2341.5000,700,36855.823287671235,73,0.78082,2,"no card",female,17,pass
67464,12,5622,11,"monthly issuance",125236,5,87.7,9675,7.055,100,5256.5000,600,46016.19824561405,57,0.59649,1,"no card",male,61,pass
140688,48,2931,13,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,300,57514.34705882354,85,0.85882,2,"no card",male,56,pass
44088,24,1837,7,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,1000,36548.81875,32,0.68750,1,"no card",female,44,pass
174840,60,2914,12,"monthly issuance",109164,4,63.6,8757,3.665,96,2341.5000,1100,34822.46896551726,87,0.50575,1,"no card",female,47,pass
174960,24,7290,22,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,1000,58926.411188811166,143,0.85315,1,"no card",female,20,pass
161496,36,4486,20,"weekly issuance",226122,4,62.6,8994,4.295,110,9440.0000,500,33219.900000000016,130,0.70000,1,"no card",male,24,pass
158760,60,2646,22,"monthly issuance",78955,9,59,9060,2.11,124,1686.0000,900,24908.76144578313,166,0.43373,1,"no card",male,17,pass
14028,12,1169,22,"monthly issuance",107911,7,50.9,8240,3.045,99,1876.5000,400,51802.019230769234,156,0.62821,1,"no card",female,51,pass
271584,48,5658,16,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,62387.089999999975,90,0.82222,1,"no card",male,21,pass
23628,12,1969,17,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,1000,47420.84181818182,110,0.72727,1,"no card",male,40,pass
316140,60,5269,22,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,18632.933812949657,139,0.84173,1,"no card",male,26,fail
444864,48,9268,11,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,800,32404.773437500007,64,0.65625,2,"no card",male,32,pass
460980,60,7683,5,"monthly issuance",75232,5,41.7,8980,2.08,111,2818.5000,400,45410.15000000001,26,0.76923,1,"no card",female,32,fail
76380,12,6365,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1100,26122.848888888893,45,0.55556,1,"no card",female,37,pass
18564,12,1547,4,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,35538.04615384616,13,0.69231,1,"no card",female,32,pass
68544,24,2856,8,"weekly issuance",114006,9,62.3,9065,4.925,123,4156.5000,900,44948.62592592594,54,0.42593,2,"no card",male,20,pass
63252,12,5271,22,"monthly issuance",94725,6,63.4,9920,2.565,130,4567.5000,13097.7,49291.82256097559,164,0.50610,1,"no card",female,46,pass
23052,12,1921,20,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,700,23771.966081871346,171,0.53216,2,"no card",female,53,pass
307200,60,5120,12,"monthly issuance",107911,7,50.9,8240,3.045,99,1876.5000,200,44484.07500000003,68,0.82353,1,"no card",male,35,fail
74916,36,2081,21,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,56133.65266272184,169,0.68047,1,"no card",male,56,pass
153936,24,6414,3,"monthly issuance",105606,7,53,8254,3.275,97,2245.5000,1100,58031.62727272727,11,0.36364,1,"no card",male,48,pass
334620,60,5577,8,"monthly issuance",139012,10,61.9,8363,3.005,108,2681.5000,1100,64863.954285714295,35,0.54286,2,"no card",female,36,pass
133848,24,5577,22,"monthly issuance",114006,9,62.3,9065,4.925,123,4156.5000,600,42220.02946428571,112,0.80357,1,"no card",female,37,pass
96984,36,2694,9,"monthly issuance",112065,8,69.4,11277,1.345,127,5083.0000,800,21298.779999999995,55,0.34545,1,"no card",male,26,pass
107352,36,2982,17,"weekly issuance",67298,7,43.8,8561,0.97,110,1078.0000,600,57995.11904761904,84,0.71429,1,"no card",female,57,pass
63576,12,5298,6,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,500,59128.587499999994,32,0.43750,1,"no card",female,37,pass
84600,36,2350,6,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,900,41766.69375,32,0.84375,1,"no card",male,58,fail
84288,48,1756,4,"monthly issuance",161954,8,48,8720,4.115,116,3690.0000,1000,29824.124999999996,12,0.75000,1,"no card",female,19,pass
106128,36,2948,11,"weekly issuance",159617,9,85.2,9198,3.805,131,5964.0000,900,36071.942307692305,52,0.59615,1,"no card",male,19,pass
158976,48,3312,17,"monthly issuance",139012,10,61.9,8363,3.005,108,2681.5000,600,49916.09102564106,156,0.62821,1,"no card",male,56,pass
137904,24,5746,4,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,600,26886.191666666666,12,0.75000,1,"no card",male,27,fail
41856,48,872,14,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,800,38559.26407766989,103,0.58252,1,"no card",female,36,pass
151200,36,4200,7,"monthly issuance",77963,4,51.5,8546,3.485,126,2880.0000,1000,66345.68249999998,40,0.75000,1,"no card",male,51,pass
100800,24,4200,15,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,-1571.5,26649.770312500008,64,0.56250,1,"no card",male,59,fail
212976,36,5916,22,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1100,49635.71543624161,149,0.74497,2,"no card",female,24,pass
405780,60,6763,22,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,700,34044.42954545455,176,0.55682,1,"no card",male,46,pass
79632,24,3318,4,"monthly issuance",125832,5,48.3,8512,3.815,102,2175.0000,900,63494.200000000004,16,0.37500,1,"no card",female,35,pass
244560,60,4076,8,"monthly issuance",124605,8,46,8772,4.835000000000001,126,3006.0000,1000,38426.728571428575,42,0.54762,1,"no card",female,26,pass
41988,12,3499,20,"monthly issuance",148545,4,53.5,8909,4.785,113,3525.0000,200,37122.396124031,129,0.72868,2,"no card",male,25,pass
164196,36,4561,15,"issuance after transaction",197099,10,74.7,9624,1.955,145,4374.5000,500,49558.68571428572,49,0.79592,1,"no card",female,40,pass
51360,12,4280,12,"monthly issuance",117897,6,53.8,8814,5.25,107,2085.5000,-2542.1,53636.37471264369,87,0.85057,1,"no card",female,51,fail
51408,24,2142,12,"monthly issuance",45714,6,55.6,8843,3.21,113,853.0000,900,52299.2859375,64,0.81250,1,"no card",male,45,pass
100128,24,4172,19,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,700,56496.39136690645,139,0.74101,1,"no card",female,49,pass
327660,60,5461,21,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,1000,49281.73888888887,126,0.70635,1,"no card",female,56,pass
90156,12,7513,12,"monthly issuance",42821,3,48.4,8173,3.505,124,679.0000,700,77525.11692307693,65,0.61538,2,"no card",female,50,pass
221280,48,4610,12,"weekly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,1100,37596.93239436619,71,0.56338,2,"no card",male,26,pass
97224,24,4051,17,"monthly issuance",122603,8,80,8991,1.6999999999999997,128,5235.5000,1000,22360.536607142865,112,0.62500,2,"no card",female,43,pass
74040,12,6170,20,"monthly issuance",182027,7,56.4,8746,3.535,90,4394.0000,600,44234.82947368421,190,0.53158,1,"no card",female,41,pass
73836,36,2051,6,"monthly issuance",119895,4,89.9,10446,8.370000000000001,90,4845.0000,900,55315.168421052644,19,0.73684,1,"no card",female,28,pass
87816,12,7318,15,"monthly issuance",105058,10,81,9272,3.01,118,4422.5000,800,25533.21428571429,84,0.70238,2,"no card",male,33,pass
192744,36,5354,4,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,200,62590.42307692308,26,0.84615,2,"no card",male,32,pass
192744,36,5354,16,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,700,37265.655263157896,76,0.81579,2,"no card",female,23,pass
321240,60,5354,17,"monthly issuance",177686,9,74.8,10045,1.565,135,6449.5000,700,76826.46397058821,136,0.87500,1,"no card",male,28,pass
66480,24,2770,4,"weekly issuance",182027,7,56.4,8746,3.535,90,4394.0000,900,34798.28,10,0.70000,1,"no card",male,60,fail
86184,36,2394,15,"weekly issuance",74062,7,61.4,8114,2.5,119,1092.0000,300,28459.64523809525,84,0.48810,1,"no card",male,29,pass
93960,60,1566,14,"monthly issuance",77917,5,53.5,8390,2.585,132,2101.0000,800,54520.20224719103,89,0.62921,1,"no card",male,34,pass
15192,24,633,22,"monthly issuance",122603,8,80,8991,1.6999999999999997,128,5235.5000,500,29941.905325443775,169,0.55621,1,"no card",female,23,pass
135360,48,2820,11,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,200,64881.31428571429,77,0.85714,1,junior,male,20,pass
81144,36,2254,9,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,200,67815.17450980392,51,0.80392,1,"no card",female,53,pass
61320,60,1022,10,"monthly issuance",124605,8,46,8772,4.835000000000001,126,3006.0000,700,23137.19054054054,74,0.56757,1,"no card",female,50,pass
300204,36,8339,11,"monthly issuance",67298,7,43.8,8561,0.97,110,1078.0000,300,34084.460563380286,71,0.83099,1,"no card",male,30,pass
20220,12,1685,11,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,500,41077.63529411764,51,0.72549,1,"no card",female,22,pass
64656,48,1347,4,"monthly issuance",67298,7,43.8,8561,0.97,110,1078.0000,200,25896.466666666664,12,0.75000,2,"no card",male,49,pass
66696,24,2779,3,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,58360.681249999994,16,0.75000,1,"no card",male,22,pass
66696,24,2779,7,"monthly issuance",75232,5,41.7,8980,2.08,111,2818.5000,1100,51945.21627906976,43,0.83721,1,"no card",female,30,fail
33348,12,2779,12,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,700,45807.11428571426,63,0.82540,1,"no card",female,26,pass
87528,24,3647,12,"issuance after transaction",148545,4,53.5,8909,4.785,113,3525.0000,800,42728.93157894737,57,0.59649,2,"no card",male,46,pass
402000,60,6700,10,"monthly issuance",149893,6,67.4,9753,4.845,109,5568.0000,200,21568.935185185186,54,0.62963,1,"no card",male,16,pass
106944,24,4456,4,"monthly issuance",86513,5,50.5,8288,4.154999999999999,110,1511.0000,800,57324.07222222222,18,0.38889,1,"no card",female,44,pass
162624,48,3388,19,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,16399.9,37092.94552238804,134,0.47761,1,"no card",female,39,pass
97176,24,4049,4,"monthly issuance",112065,8,69.4,11277,1.345,127,5083.0000,400,66376.84999999999,16,0.43750,1,"no card",female,42,pass
168264,36,4674,6,"monthly issuance",182027,7,56.4,8746,3.535,90,4394.0000,700,40044.57600000001,25,0.44000,1,"no card",male,47,pass
107640,24,4485,5,"monthly issuance",88884,5,46.7,8507,1.76,132,2416.5000,600,50214.50434782608,23,0.43478,1,"no card",female,35,pass
204780,60,3413,6,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,200,48890.17826086957,23,0.73913,1,"no card",male,44,pass
465072,48,9689,17,"monthly issuance",125832,5,48.3,8512,3.815,102,2175.0000,300,27778.745631067944,103,0.83495,2,"no card",male,47,pass
219456,48,4572,3,"monthly issuance",112709,10,73.5,8369,2.05,117,2736.0000,400,44366.054545454535,11,0.36364,2,"no card",female,37,pass
465504,48,9698,12,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,1100,26347.124418604642,86,0.50000,1,"no card",male,35,fail
59136,48,1232,8,"monthly issuance",170449,1,100,10787,2.865,131,6151.0000,6620,23023.659090909092,44,0.81818,1,"no card",female,17,pass
21396,12,1783,14,"monthly issuance",58796,5,51.9,9045,3.365,124,1862.0000,1000,30812.94615384615,78,0.62821,2,"no card",male,26,pass
141648,24,5902,6,"monthly issuance",139012,10,61.9,8363,3.005,108,2681.5000,200,45100.422222222216,18,0.72222,2,"no card",male,44,pass
213300,36,5925,10,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,400,27951.91355932202,59,0.74576,1,"no card",male,31,pass
335184,48,6983,13,"monthly issuance",106054,6,63.1,8110,6.16,109,3161.5000,-6652.7,38710.011363636375,88,0.57955,1,"no card",female,20,fail
76080,12,6340,12,"monthly issuance",95616,6,51.4,9307,4.14,118,2828.0000,300,50621.10493827164,81,0.50617,1,junior,female,17,pass
117024,24,4876,4,"monthly issuance",177686,9,74.8,10045,1.565,135,6449.5000,800,44131.16923076923,13,0.38462,1,"no card",male,58,pass
98832,48,2059,22,"monthly issuance",95907,7,59.1,8388,2.675,87,1663.0000,500,31814.268361581915,177,0.55932,1,"no card",female,25,pass
143904,24,5996,17,"monthly issuance",107870,6,58,8754,4.07,137,3836.0000,700,49727.456115107925,139,0.64748,1,"no card",male,43,pass
359760,60,5996,15,"monthly issuance",161854,6,76.3,9425,2.11,125,3988.0000,900,32434.693749999995,48,0.75000,1,"no card",male,17,pass
289920,48,6040,10,"monthly issuance",133777,11,84.7,8705,6.68,116,4754.5000,400,58959.27777777777,45,0.57778,1,"no card",female,53,pass
150180,60,2503,6,"weekly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,200,50892,16,0.75000,1,"no card",male,59,pass
179328,48,3736,10,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,200,44093.97115384614,52,0.71154,1,"no card",male,23,pass
258444,36,7179,6,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,40688.1375,16,0.68750,1,"no card",male,30,pass
128988,36,3583,18,"weekly issuance",70646,4,58.4,8547,3.145,120,1552.5000,-36.1,34740.70243902438,82,0.78049,1,"no card",male,56,fail
165168,36,4588,15,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,35478.66185567011,97,0.47423,2,"no card",female,38,pass
110112,24,4588,10,"monthly issuance",107911,7,50.9,8240,3.045,99,1876.5000,700,76232.69999999997,82,0.80488,1,"no card",male,33,pass
11400,12,950,11,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,300,27533.66363636363,77,0.55844,1,"no card",female,16,pass
61656,24,2569,5,"weekly issuance",53921,2,41.3,8598,3.0149999999999997,123,1736.0000,400,44763.45833333334,12,0.75000,1,"no card",female,42,fail
317520,60,5292,9,"monthly issuance",77963,4,51.5,8546,3.485,126,2880.0000,1100,56757.3095890411,73,0.56164,1,"no card",female,28,pass
53232,48,1109,20,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,1100,30896.002666666693,150,0.64000,1,"no card",male,32,pass
323472,48,6739,13,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,45414.07368421051,57,0.75439,1,"no card",female,53,pass
20352,48,424,9,"monthly issuance",109164,4,63.6,8757,3.665,96,2341.5000,400,31814.414583333335,48,0.70833,2,"no card",female,47,pass
57060,12,4755,13,"weekly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,900,46000.645348837184,86,0.60465,1,"no card",male,54,pass
22356,36,621,10,"monthly issuance",95616,6,51.4,9307,4.14,118,2828.0000,6392,25150.975925925926,54,0.68519,1,"no card",male,57,pass
58764,12,4897,16,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,700,32543.26470588236,34,0.64706,2,"no card",female,52,pass
399120,60,6652,14,"monthly issuance",138032,5,64.6,8819,5.52,99,4284.0000,300,42435.31166666668,60,0.81667,1,"no card",female,54,pass
79824,12,6652,5,"weekly issuance",53921,2,41.3,8598,3.0149999999999997,123,1736.0000,300,49309.00967741936,31,0.74194,1,"no card",male,40,pass
320976,48,6687,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,49482.968,50,0.56000,1,"no card",male,59,fail
14628,12,1219,13,"monthly issuance",157042,9,33.9,8743,2.1550000000000002,111,3776.5000,200,32788.142156862734,102,0.54902,1,"no card",female,45,pass
173808,24,7242,12,"issuance after transaction",148545,4,53.5,8909,4.785,113,3525.0000,1000,61218.65866666666,75,0.66667,2,"no card",female,37,pass
193968,36,5388,6,"issuance after transaction",226122,4,62.6,8994,4.295,110,9440.0000,800,63579.21724137931,29,0.72414,1,"no card",male,21,pass
276300,60,4605,15,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,500,25997.563043478258,92,0.71739,1,"no card",male,20,pass
129312,24,5388,22,"monthly issuance",149893,6,67.4,9753,4.845,109,5568.0000,-8657.3,45330.91973684214,152,0.85526,1,"no card",female,24,fail
117420,60,1957,6,"monthly issuance",75685,9,60.8,8208,2.0749999999999997,155,1891.5000,500,40841.79534883722,43,0.74419,1,"no card",male,30,pass
79608,24,3317,10,"monthly issuance",105606,7,53,8254,3.275,97,2245.5000,800,69954.57169811323,53,0.60377,1,"no card",male,23,pass
170832,48,3559,11,"monthly issuance",58796,5,51.9,9045,3.365,124,1862.0000,700,65037.92923076924,65,0.55385,1,"no card",male,28,pass
240528,48,5011,18,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,600,41135.01098901101,91,0.61538,1,"no card",male,41,pass
300660,60,5011,9,"monthly issuance",128118,8,85.3,9317,6.78,97,6910.5000,800,45854.89090909089,66,0.63636,1,"no card",male,44,pass
90180,36,2505,4,"monthly issuance",72541,8,36.9,8594,1.815,112,1552.5000,200,31516.34615384616,13,0.38462,1,"no card",male,36,pass
68340,60,1139,20,"monthly issuance",149893,6,67.4,9753,4.845,109,5568.0000,500,41735.420175438594,114,0.70175,1,"no card",male,43,pass
202848,48,4226,11,"weekly issuance",127369,7,51.2,8369,5.305,107,3271.5000,800,37200.39594594594,74,0.48649,2,"no card",female,56,pass
149340,60,2489,10,"weekly issuance",105606,7,53,8254,3.275,97,2245.5000,500,29069.116071428572,56,0.53571,1,"no card",male,31,pass
158184,36,4394,16,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,400,47679.973684210534,95,0.82105,1,"no card",male,44,pass
368880,60,6148,19,"monthly issuance",125832,5,48.3,8512,3.815,102,2175.0000,1100,60030.74340659335,182,0.62637,2,"no card",male,21,pass
174744,24,7281,5,"monthly issuance",122603,8,80,8991,1.6999999999999997,128,5235.5000,1000,37485.456249999996,32,0.84375,1,"no card",female,45,fail
174744,24,7281,14,"monthly issuance",125236,5,87.7,9675,7.055,100,5256.5000,-1369.2,26252.814406779675,118,0.51695,1,"no card",female,15,fail
78696,36,2186,7,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,1000,40292.341463414625,41,0.36585,1,"no card",female,26,pass
349392,48,7279,21,"monthly issuance",161954,8,48,8720,4.115,116,3690.0000,900,59951.07517241378,145,0.73103,1,classic,male,43,pass
209184,48,4358,12,"monthly issuance",139012,10,61.9,8363,3.005,108,2681.5000,1000,46230.339705882354,68,0.63235,1,"no card",male,41,pass
32640,48,680,15,"monthly issuance",161854,6,76.3,9425,2.11,125,3988.0000,300,25906.40934579439,107,0.65421,1,"no card",male,53,pass
140880,60,2348,8,"monthly issuance",58796,5,51.9,9045,3.365,124,1862.0000,800,45160.51162790696,43,0.72093,1,"no card",male,40,pass
44628,12,3719,20,"weekly issuance",53921,2,41.3,8598,3.0149999999999997,123,1736.0000,900,49477.32123287672,146,0.60959,1,"no card",male,52,pass
221880,60,3698,10,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,1000,44440.91267605633,71,0.39437,2,"no card",female,53,pass
44376,12,3698,5,"monthly issuance",58796,5,51.9,9045,3.365,124,1862.0000,800,53505.215384615396,39,0.76923,1,"no card",male,34,pass
177504,48,3698,17,"issuance after transaction",51428,4,52.7,8402,3.5549999999999997,120,1049.0000,14855.3,44723.35581395345,86,0.80233,1,"no card",male,53,pass
83016,12,6918,20,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,700,67891.93520408169,196,0.70918,1,"no card",male,15,pass
225420,60,3757,10,"monthly issuance",117897,6,53.8,8814,5.25,107,2085.5000,200,31185.1568627451,51,0.82353,1,"no card",female,46,pass
285600,60,4760,8,"weekly issuance",95616,6,51.4,9307,4.14,118,2828.0000,1100,49651.8918367347,49,0.85714,2,"no card",female,14,pass
98592,24,4108,6,"issuance after transaction",92084,5,46.7,10124,0.55,141,4063.0000,900,54128.565384615365,26,0.46154,1,"no card",female,31,pass
99216,36,2756,14,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,57018.61744186047,86,0.73256,2,"no card",female,47,pass
