amount,duration,payments,tenure_at_loan,frequency_bank_statements,inhabitants,no_cities,urban_ratio,avg_salary,avg_unemp_95_96,entr_per_1k,avg_crimes_95_96,min_balance_pre_loan,avg_balance_pre_loan,num_transactions_pre_loan,share_cash_trans,amount_disponents,card_type_at_loan,gender,age_at_loan,result
240900,60,4015,17,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,700,26268.190000000002,120,0.60833,1,"no card",female,49,pass
85716,36,2381,5,"monthly issuance",74062,7,61.4,8114,2.5,119,1092.0000,800,31337.257894736842,19,0.31579,2,"no card",male,58,pass
67980,12,5665,3,"monthly issuance",125832,5,48.3,8512,3.815,102,2175.0000,400,34806.92142857143,14,0.57143,1,"no card",female,50,pass
170700,60,2845,14,"monthly issuance",107911,7,50.9,8240,3.045,99,1876.5000,400,28620.39780219781,91,0.56044,1,"no card",male,26,pass
33144,12,2762,6,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,900,32407.64687500001,32,0.56250,2,"no card",female,17,pass
88272,48,1839,13,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,17535.779220779223,77,0.40260,1,"no card",female,18,pass
33984,48,708,12,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,600,38587.75999999999,70,0.68571,1,"no card",male,23,pass
74352,24,3098,18,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1100,45497.74206349205,126,0.48413,1,"no card",female,40,pass
125340,60,2089,15,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,500,51145.51574803152,127,0.67717,1,"no card",male,51,pass
76104,24,3171,11,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,1000,20237.192592592604,81,0.55556,2,"no card",female,36,pass
566640,60,9444,10,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,36640.32207792208,77,0.46753,2,"no card",female,25,pass
186300,60,3105,12,"weekly issuance",86513,5,50.5,8288,4.154999999999999,110,1511.0000,200,62765.86554621845,119,0.65546,1,"no card",male,49,pass
45024,48,938,7,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,800,41994.907692307694,39,0.53846,1,"no card",female,39,pass
227880,36,6330,12,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,1100,45134.721686747,83,0.71084,2,"no card",female,38,pass
186384,48,3883,21,"weekly issuance",128118,8,85.3,9317,6.78,97,6910.5000,700,61578.30157894735,190,0.67895,1,"no card",male,37,pass
100224,48,2088,4,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,700,28124.933333333334,18,0.27778,1,"no card",female,39,fail
70656,48,1472,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,32646.850943396224,53,0.58491,1,"no card",male,44,pass
155616,48,3242,22,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,200,44197.50988372091,172,0.53488,2,"no card",female,25,pass
50112,24,2088,3,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,900,46214.125,16,0.56250,1,"no card",male,49,pass
38148,12,3179,5,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,900,37462.09310344827,29,0.31034,1,"no card",female,28,pass
321936,48,6707,22,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,32014.60280898875,178,0.55056,2,"no card",female,37,pass
71976,24,2999,17,"issuance after transaction",161854,6,76.3,9425,2.11,125,3988.0000,-8245.1,39870.41127819548,133,0.75188,1,"no card",male,31,fail
189300,60,3155,13,"monthly issuance",162580,6,72.8,9538,1.6600000000000001,111,5744.5000,800,32354.031372548998,102,0.56863,1,"no card",male,40,pass
172080,48,3585,6,"monthly issuance",92084,5,46.7,10124,0.55,141,4063.0000,200,60743.957142857136,42,0.69048,1,"no card",female,37,pass
272220,60,4537,10,"monthly issuance",170449,1,100,10787,2.865,131,6151.0000,-625.1,36907.37301587302,63,0.50794,1,"no card",female,50,fail
16032,48,334,14,"monthly issuance",105058,10,81,9272,3.01,118,4422.5000,500,23124.20661157025,121,0.51240,1,"no card",female,32,pass
52236,36,1451,14,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,600,33782.06138613862,101,0.62376,2,"no card",male,59,pass
163332,36,4537,14,"monthly issuance",70699,4,65.3,8968,3.09,131,1825.0000,600,29463.690909090914,66,0.65152,1,"no card",male,60,pass
69600,48,1450,22,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,700,40349.88486238531,218,0.47248,2,"no card",male,29,pass
272220,60,4537,11,"monthly issuance",124605,8,46,8772,4.835000000000001,126,3006.0000,500,39041.918750000004,80,0.55000,1,"no card",female,57,pass
215040,60,3584,13,"monthly issuance",72541,8,36.9,8594,1.815,112,1552.5000,1000,37189.77195121952,82,0.54878,1,"no card",female,37,pass
127080,60,2118,5,"monthly issuance",77917,5,53.5,8390,2.585,132,2101.0000,800,30060.954166666666,24,0.33333,1,"no card",male,57,pass
29448,12,2454,3,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,800,28977.436363636356,11,0.27273,1,"no card",male,48,fail
122472,24,5103,15,"monthly issuance",42821,3,48.4,8173,3.505,124,679.0000,1000,48395.94017857144,112,0.50000,1,"no card",female,37,pass
82128,24,3422,16,"monthly issuance",45714,6,55.6,8843,3.21,113,853.0000,871.3,33221.21157024794,121,0.46281,1,"no card",male,29,pass
164256,48,3422,15,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,600,42341.63775510205,98,0.70408,2,"no card",male,24,pass
191580,60,3193,5,"monthly issuance",121947,11,70.5,8541,2.74,131,3667.5000,900,18241.440000000002,30,0.53333,1,"no card",female,32,pass
83280,48,1735,20,"monthly issuance",114006,9,62.3,9065,4.925,123,4156.5000,700,39962.46618705034,139,0.71223,1,"no card",female,55,pass
86616,12,7218,4,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,800,25714.046666666665,15,0.60000,1,"no card",male,32,pass
285240,60,4754,8,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,1100,49699.66481481483,54,0.46296,2,"no card",male,45,pass
23184,12,1932,10,"monthly issuance",161954,8,48,8720,4.115,116,3690.0000,200,36729.80172413792,58,0.68966,1,"no card",female,17,pass
39576,12,3298,11,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,700,30719.746666666666,75,0.40000,2,"no card",female,32,pass
39576,12,3298,17,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,48944.82782608698,115,0.52174,1,"no card",female,14,pass
41904,12,3492,19,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,900,36080.38671328671,143,0.53147,1,"no card",male,20,pass
52128,24,2172,8,"monthly issuance",94812,10,81.8,9650,3.525,100,2894.5000,144.2,33459.68028169013,71,0.63380,1,"no card",female,34,pass
188616,24,7859,19,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,900,45805.500000000015,63,0.60317,2,"no card",male,58,pass
99936,24,4164,19,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,55851.80263157893,152,0.57895,1,"no card",female,31,pass
120888,36,3358,16,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,40838.75520833332,96,0.71875,1,"no card",female,50,pass
86184,12,7182,7,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,300,59935.271428571425,42,0.50000,1,"no card",female,55,pass
83628,36,2323,7,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,500,29077.814705882356,34,0.55882,1,"no card",female,19,pass
44640,24,1860,13,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,600,41961.449253731334,67,0.80597,1,"no card",male,41,pass
374760,60,6246,15,"monthly issuance",182027,7,56.4,8746,3.535,90,4394.0000,1000,56102.47410714287,112,0.45536,2,"no card",male,46,pass
36396,12,3033,22,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,57977.034810126555,158,0.74051,1,"no card",male,23,pass
225504,48,4698,22,"weekly issuance",94725,6,63.4,9920,2.565,130,4567.5000,800,57411.60828729282,181,0.43646,1,junior,male,18,pass
188688,48,3931,5,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,400,42203.17272727272,22,0.50000,1,"no card",female,30,pass
116832,12,9736,8,"monthly issuance",103347,7,67,9104,1.79,123,2326.5000,400,23391.68913043479,46,0.69565,2,"no card",female,48,pass
341280,60,5688,13,"monthly issuance",81344,6,55.3,8899,3.68,149,2737.0000,700,49678.36623376626,77,0.61039,1,classic,male,47,pass
228276,36,6341,5,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,500,41402.135,20,0.75000,2,"no card",male,35,pass
18324,12,1527,14,"monthly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,700,31402.28372093023,86,0.70930,2,"no card",female,46,pass
46176,48,962,5,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,1000,33613.10588235294,17,0.70588,1,"no card",male,30,pass
157068,36,4363,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,38742.92380952381,21,0.61905,1,"no card",female,26,pass
104712,24,4363,18,"weekly issuance",51313,4,59.2,8930,3.8600000000000003,108,1390.0000,300,52379.128703703704,108,0.75000,2,"no card",female,25,pass
104712,24,4363,22,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,400,57357.84345549743,191,0.76963,1,"no card",male,50,pass
244368,48,5091,16,"issuance after transaction",114200,4,43.7,8403,5.73,105,2437.5000,200,75924.24097222224,144,0.89583,1,"no card",male,25,pass
59448,24,2477,16,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,200,29114.622580645166,93,0.64516,1,"no card",male,39,pass
59448,24,2477,17,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,-5525,45016.69083333334,120,0.75833,1,"no card",male,44,fail
76416,24,3184,21,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,8686.4,31375.160784313717,153,0.47712,2,"no card",male,57,pass
176148,36,4893,4,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,1100,47154.50000000001,13,0.38462,1,"no card",female,32,pass
279072,48,5814,20,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,43095.51162790699,86,0.84884,2,"no card",male,29,pass
139536,24,5814,18,"monthly issuance",117897,6,53.8,8814,5.25,107,2085.5000,800,63889.87393939397,165,0.78182,1,"no card",female,53,pass
88200,36,2450,15,"monthly issuance",127369,7,51.2,8369,5.305,107,3271.5000,1100,37386.85604395603,91,0.52747,2,"no card",male,53,pass
31620,60,527,8,"monthly issuance",112065,8,69.4,11277,1.345,127,5083.0000,500,27522.883783783785,37,0.70270,1,"no card",male,57,pass
116040,60,1934,7,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,900,29865.189743589748,39,0.61538,2,"no card",female,57,pass
113796,36,3161,11,"issuance after transaction",387570,1,100,9897,1.78,140,18708.5000,500,36840.57361111111,72,0.45833,2,"no card",male,24,pass
151728,48,3161,8,"monthly issuance",323870,1,100,10673,5.095000000000001,100,18564.5000,-669.7,30491.098245614034,57,0.75439,1,"no card",male,18,fail
133968,48,2791,8,"monthly issuance",139012,10,61.9,8363,3.005,108,2681.5000,200,46772.3151898734,79,0.59494,2,classic,male,53,pass
96168,12,8014,20,"weekly issuance",197099,10,74.7,9624,1.955,145,4374.5000,600,50492.688590604004,149,0.61745,1,"no card",female,24,pass
126600,24,5275,22,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,400,47118.993181818165,132,0.65909,1,"no card",male,56,pass
97632,12,8136,9,"monthly issuance",70646,4,58.4,8547,3.145,120,1552.5000,1100,53379.127692307746,65,0.52308,1,"no card",female,25,pass
300600,60,5010,13,"monthly issuance",67298,7,43.8,8561,0.97,110,1078.0000,400,53217.72947368423,95,0.47368,1,classic,female,33,pass
331560,60,5526,18,"monthly issuance",107870,6,58,8754,4.07,137,3836.0000,900,36941.99831932774,119,0.61345,2,"no card",male,14,pass
36168,12,3014,6,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,39063.766666666656,36,0.41667,1,"no card",male,34,pass
89340,60,1489,8,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,500,40005.48181818183,44,0.68182,2,"no card",female,24,pass
19044,36,529,13,"monthly issuance",122603,8,80,8991,1.6999999999999997,128,5235.5000,600,43121.75507246379,69,0.81159,1,"no card",female,22,pass
210744,36,5854,8,"monthly issuance",197099,10,74.7,9624,1.955,145,4374.5000,200,51175.192307692305,39,0.51282,1,"no card",male,19,pass
194940,36,5415,15,"monthly issuance",112065,8,69.4,11277,1.345,127,5083.0000,600,56669.78791208787,91,0.83516,1,"no card",male,31,pass
218064,48,4543,7,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,400,54315.558974358966,39,0.48718,1,"no card",female,53,pass
91632,12,7636,12,"monthly issuance",74062,7,61.4,8114,2.5,119,1092.0000,300,17625.44428571429,70,0.62857,2,"no card",male,53,pass
233424,36,6484,8,"weekly issuance",149893,6,67.4,9753,4.845,109,5568.0000,200,54476.857142857145,49,0.36735,1,"no card",male,38,pass
311232,48,6484,17,"monthly issuance",127369,7,51.2,8369,5.305,107,3271.5000,1100,72885.75808823534,136,0.87500,1,"no card",female,51,pass
77808,12,6484,3,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,68874.72173913044,23,0.86957,2,"no card",male,41,pass
167100,60,2785,11,"monthly issuance",145688,5,40.7,8544,1.5750000000000002,109,2812.5000,1100,63707.62658227851,79,0.86076,2,"no card",female,24,pass
231696,36,6436,15,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,800,45873.61666666666,126,0.47619,2,"no card",male,22,pass
121896,24,5079,15,"monthly issuance",157042,9,33.9,8743,2.1550000000000002,111,3776.5000,600,54422.59677419357,93,0.83871,1,"no card",male,29,pass
215388,36,5983,5,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,32702.726666666666,15,0.53333,1,"no card",male,34,fail
136368,24,5682,8,"monthly issuance",58400,6,52.4,8620,1.175,100,1103.0000,600,60593.840677966116,59,0.74576,1,"no card",male,28,pass
22104,12,1842,12,"monthly issuance",125236,5,87.7,9675,7.055,100,5256.5000,700,44135.94383561643,73,0.63014,1,"no card",female,32,pass
305424,48,6363,11,"monthly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,300,46147.52168674698,83,0.65060,1,"no card",female,33,pass
44304,24,1846,10,"monthly issuance",85852,4,59.8,8965,7.655,104,2737.5000,300,42830.99523809524,63,0.66667,1,"no card",male,30,pass
239160,60,3986,14,"monthly issuance",67298,7,43.8,8561,0.97,110,1078.0000,500,37233.14339622642,106,0.37736,1,"no card",male,50,pass
113436,36,3151,12,"monthly issuance",105606,7,53,8254,3.275,97,2245.5000,200,68510.41730769229,104,0.88462,1,"no card",male,42,pass
37812,12,3151,16,"monthly issuance",67298,7,43.8,8561,0.97,110,1078.0000,900,54062.079230769195,130,0.76923,1,"no card",female,33,pass
75624,24,3151,6,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,400,50009.90869565217,23,0.60870,1,"no card",male,35,fail
348120,60,5802,12,"monthly issuance",42821,3,48.4,8173,3.505,124,679.0000,600,58819.48769230771,65,0.61538,1,"no card",female,35,pass
421008,48,8771,9,"monthly issuance",177686,9,74.8,10045,1.565,135,6449.5000,600,37436.42199999999,50,0.70000,1,"no card",male,43,pass
259740,60,4329,5,"monthly issuance",228848,6,57.2,9893,4.404999999999999,96,5755.0000,800,45198.15294117647,17,0.41176,1,"no card",male,14,pass
31260,12,2605,21,"monthly issuance",159617,9,85.2,9198,3.805,131,5964.0000,1000,25084.42366412213,131,0.70992,2,"no card",male,29,pass
88704,48,1848,22,"monthly issuance",87419,9,85.5,8624,2.225,102,3038.5000,800,18675.060305343508,131,0.69466,2,"no card",female,36,pass
86880,12,7240,11,"monthly issuance",103347,7,67,9104,1.79,123,2326.5000,500,56531.81724137928,58,0.62069,1,classic,female,57,pass
21924,36,609,9,"monthly issuance",157042,9,33.9,8743,2.1550000000000002,111,3776.5000,1100,34272.21333333333,45,0.68889,2,"no card",male,33,pass
260640,36,7240,16,"monthly issuance",58400,6,52.4,8620,1.175,100,1103.0000,-718.6,31518.18205128206,78,0.51282,1,"no card",female,47,fail
194280,60,3238,14,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,300,48180.3778761062,113,0.53097,1,"no card",male,28,pass
123408,24,5142,12,"issuance after transaction",119895,4,89.9,10446,8.370000000000001,90,4845.0000,700,28359.255384615386,65,0.44615,1,gold,male,32,pass
54396,36,1511,6,"monthly issuance",110643,4,51.9,8441,3.9650000000000003,115,2065.5000,800,30293.708695652174,23,0.78261,1,"no card",male,57,pass
151560,24,6315,6,"monthly issuance",125832,5,48.3,8512,3.815,102,2175.0000,300,53976.29285714286,28,0.53571,1,"no card",male,41,pass
60000,60,1000,21,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,400,24643.28394160584,137,0.59854,1,"no card",male,48,pass
23412,12,1951,19,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,800,54304.508527131766,129,0.65891,2,classic,male,42,pass
482940,60,8049,15,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,900,26358.754615384616,130,0.50769,1,"no card",female,18,fail
267600,48,5575,22,"weekly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,200,62460.22678571427,112,0.81250,1,"no card",female,39,pass
133800,24,5575,13,"monthly issuance",107870,6,58,8754,4.07,137,3836.0000,300,45733.43548387098,93,0.66667,1,"no card",male,56,pass
417600,60,6960,13,"issuance after transaction",157042,9,33.9,8743,2.1550000000000002,111,3776.5000,200,43196.744117647046,34,0.50000,1,gold,male,26,pass
249792,48,5204,9,"monthly issuance",157042,9,33.9,8743,2.1550000000000002,111,3776.5000,700,58128.03111111113,45,0.57778,1,"no card",male,33,pass
198240,24,8260,5,"monthly issuance",118650,3,85.6,9832,3.9000000000000004,114,5958.0000,300,30953.143750000003,16,0.68750,1,"no card",male,39,pass
269964,36,7499,11,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,400,61366.869333333314,75,0.58667,1,junior,female,19,pass
208332,36,5787,18,"monthly issuance",88884,5,46.7,8507,1.76,132,2416.5000,500,64087.07016129031,124,0.59677,1,"no card",female,18,pass
196224,48,4088,5,"monthly issuance",127369,7,51.2,8369,5.305,107,3271.5000,300,72465.66956521738,23,0.47826,1,"no card",male,47,pass
45720,12,3810,13,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,700,41690.6,86,0.48837,1,"no card",female,19,pass
260028,36,7223,22,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,200,50676.81987577643,161,0.51553,1,"no card",male,18,pass
197808,24,8242,4,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,900,64942.893333333326,15,0.46667,1,"no card",female,34,pass
24180,60,403,17,"monthly issuance",159617,9,85.2,9198,3.805,131,5964.0000,1100,78724.20970149254,134,0.49254,1,"no card",male,59,pass
154656,48,3222,14,"monthly issuance",161227,10,69.7,8678,5.75,102,4787.5000,1000,31791.328089887644,89,0.56180,1,"no card",male,39,pass
115992,36,3222,20,"weekly issuance",77917,5,53.5,8390,2.585,132,2101.0000,200,25666.407086614156,127,0.59055,1,"no card",male,57,pass
68832,36,1912,10,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,700,37557.05471698113,53,0.69811,1,"no card",male,37,pass
339168,48,7066,9,"monthly issuance",112709,10,73.5,8369,2.05,117,2736.0000,1000,28634.139215686282,51,0.70588,1,"no card",female,56,pass
45768,12,3814,9,"weekly issuance",106054,6,63.1,8110,6.16,109,3161.5000,800,32555.818518518518,27,0.55556,1,"no card",female,17,pass
45768,12,3814,14,"monthly issuance",138032,5,64.6,8819,5.52,99,4284.0000,900,59138.441780821915,146,0.64384,2,"no card",male,53,pass
31140,60,519,10,"monthly issuance",127369,7,51.2,8369,5.305,107,3271.5000,800,28375.804000000004,50,0.80000,1,"no card",male,21,pass
67464,12,5622,11,"monthly issuance",125236,5,87.7,9675,7.055,100,5256.5000,600,48557.38070175438,57,0.59649,1,"no card",male,61,pass
140688,48,2931,13,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,300,54575.398823529424,85,0.85882,2,"no card",male,56,pass
385560,60,6426,13,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,700,29028.266101694917,59,0.57627,1,"no card",male,41,fail
113544,36,3154,11,"monthly issuance",114200,4,43.7,8403,5.73,105,2437.5000,700,33990.41971830985,71,0.49296,1,"no card",male,53,pass
57120,48,1190,9,"monthly issuance",105058,10,81,9272,3.01,118,4422.5000,1000,41985.62040816326,49,0.63265,1,"no card",male,39,pass
131292,36,3647,13,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,1000,36635.11566265062,83,0.55422,1,"no card",male,40,pass
152460,60,2541,15,"weekly issuance",88757,10,61.7,8554,2.575,113,2020.0000,600,20874.116101694926,118,0.37288,1,"no card",female,46,pass
197748,36,5493,5,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,300,44735.43125000001,16,0.75000,2,"no card",female,23,pass
314520,60,5242,15,"weekly issuance",105606,7,53,8254,3.275,97,2245.5000,500,63527.42,130,0.78462,1,"no card",female,39,pass
18720,60,312,8,"monthly issuance",88757,10,61.7,8554,2.575,113,2020.0000,300,40748.34523809523,42,0.80952,2,"no card",male,36,pass
115812,36,3217,19,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,1100,56646.51612903226,124,0.84677,1,"no card",male,43,pass
154416,48,3217,5,"weekly issuance",70699,4,65.3,8968,3.09,131,1825.0000,8897,46715.8,32,0.81250,1,"no card",female,24,pass
274740,60,4579,6,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,600,57188.21111111111,27,0.44444,1,"no card",male,14,pass
168984,24,7041,18,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,-517.7,56053.99750000002,160,0.76250,1,"no card",male,18,fail
48096,24,2004,14,"weekly issuance",105058,10,81,9272,3.01,118,4422.5000,800,33044.0156626506,83,0.53012,1,"no card",male,39,pass
217152,36,6032,10,"monthly issuance",226122,4,62.6,8994,4.295,110,9440.0000,400,49107.06666666666,57,0.54386,1,classic,male,21,pass
148920,60,2482,6,"weekly issuance",108871,6,62.1,8444,3.3550000000000004,106,2450.0000,400,32435.3193548387,31,0.48387,1,"no card",male,19,pass
69360,48,1445,14,"monthly issuance",75637,7,36.5,9622,0.52,154,3502.0000,1100,33857.10641025642,78,0.82051,1,"no card",male,52,pass
119136,48,2482,21,"monthly issuance",114006,9,62.3,9065,4.925,123,4156.5000,1100,42572.410084033625,119,0.82353,1,"no card",female,33,pass
98304,12,8192,17,"monthly issuance",93931,8,56.9,8427,1.33,107,1893.5000,300,66405.0707964602,113,0.69027,1,"no card",male,26,pass
213300,60,3555,5,"monthly issuance",72541,8,36.9,8594,1.815,112,1552.5000,800,37524.88636363636,22,0.72727,1,"no card",female,42,pass
108144,36,3004,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,900,54652.89818181817,55,0.74545,2,"no card",female,30,pass
182628,36,5073,4,"monthly issuance",138032,5,64.6,8819,5.52,99,4284.0000,500,33229.10769230769,13,0.69231,1,"no card",male,34,pass
89880,24,3745,5,"weekly issuance",285387,7,89.9,10177,7.1899999999999995,81,9993.0000,800,62571.28275862067,29,0.82759,1,"no card",male,32,pass
44940,12,3745,7,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,52484.82250000001,40,0.82500,1,"no card",female,21,pass
392460,60,6541,22,"monthly issuance",107870,6,58,8754,4.07,137,3836.0000,900,57131.740559440565,143,0.56643,2,"no card",female,15,pass
89280,12,7440,8,"monthly issuance",1204953,1,100,12541,0.36,167,92392.0000,900,60522.04038461538,52,0.50000,1,"no card",male,49,pass
155760,24,6490,10,"monthly issuance",133777,11,84.7,8705,6.68,116,4754.5000,200,51964.01927710844,83,0.79518,1,"no card",female,49,pass
52788,12,4399,8,"monthly issuance",58796,5,51.9,9045,3.365,124,1862.0000,1000,22198.179069767448,43,0.65116,1,"no card",male,20,pass
67320,36,1870,16,"monthly issuance",95616,6,51.4,9307,4.14,118,2828.0000,200,26491.780180180176,111,0.39640,1,"no card",male,25,pass
317460,60,5291,16,"monthly issuance",102609,6,52,8187,5.140000000000001,94,2128.5000,700,64978.0724137931,145,0.69655,1,"no card",male,23,pass
39168,24,1632,11,"monthly issuance",94725,6,63.4,9920,2.565,130,4567.5000,300,55438.85185185185,54,0.70370,1,"no card",female,19,pass
280440,60,4674,20,"monthly issuance",387570,1,100,9897,1.78,140,18708.5000,1000,38619.10283018868,106,0.82075,1,"no card",female,45,pass
419880,60,6998,5,"weekly issuance",1204953,1,100,12541,0.36,167,92392.0000,200,59352.83333333334,18,0.44444,2,"no card",female,49,pass
54024,12,4502,22,"monthly issuance",117897,6,53.8,8814,5.25,107,2085.5000,1000,36480.185034013586,147,0.45578,1,classic,male,28,pass
129408,24,5392,14,"monthly issuance",106054,6,63.1,8110,6.16,109,3161.5000,1000,30869.781308411246,107,0.50467,1,"no card",female,34,pass
